"CODIGO","DESIGNACAO","SIGLA_UC","CURSO"
"EC0040","Gestão de Obras e Segurança","GOSE",9360
"EC0041","Patologia dos Materiais","PMAT",9360
"EC0042","Aplicação de Geossintéticos em Engenharia Civil","AGSEC",9360
"EC0043","Construção com Novos Materiais","CNMA",9360
"EC0044","Projecto 1 em Materiais e Processos de Construção","PMPC1",9360
"EC0045","Processos de Construção","PCON",9360
"EC0046","Pré-Fabricação","PFAB",9360
"EC0047","Instrumentação e Observação de Obras","IOOB",9360
"EC0048","Projecto 2 em Materiais e Processos de Construção","PMPC2",9360
"EC0049","Análise Avançada de Estruturas","AAES",9360
"EC0050","Dinâmica de Estruturas e Engenharia Sísmica","DEES",9360
"EC0051","Estruturas Pré-Esforçadas","EPES",9360
"EC0052","Projecto 1 em Estruturas","PEST1",9360
"EC0053","Estruturas Metálicas e Mistas","EMMI",9360
"EC0054","Fundações e Estruturas de Suporte","FESU",9360
"EC0055","Pontes","PONT",9360
"EC0056","Projecto 2 em Estruturas","PEST2",9360
"EC0057","Direcção de Obras","DOBR",9360
"EC0058","Instalação de Edifícios","IEDI",9360
"EC0059","Térmica de Edifícios","TEDI",9360
"EC0060","Informática na Construção","ICON",9360
"EC0061","Fiscalização de Obras","FOBR",9360
"EC0062","Avaliação e Revisão de Projectos","ARPR",9360
"EC0063","Tecnologias de Sistemas Construtivos","TSCO",9360
"EC0064","Projecto 1 em Construções","PCON1",9360
"EC0065","Acústica Ambiental e de Edifícios","AAED",9360
"EC0066","Patologia e Reabilitação de Edifícios","PRED",9360
"EC0067","Qualidade na Construção","QCON",9360
"EC0068","Tecnologias de Construção em Alvenaria","TCAL",9360
"EC0069","Manutenção e Reabilitação de Edifícios","MRED",9360
"EC0070","Segurança Contra Incêndio em Edifícios","SCIE",9360
"EC0071","Obras Geotécnicas","OGEO",9360
"EC0072","Projecto 2 em Construções","PCON2",9360
"EC0073","Fundações","FUND",9360
"EC0074","Modelos e Segurança em Geotecnia","MSGE",9360
"EC0075","Mecânica das Rochas","MROC",9360
"EC0076","Projecto 1 em Geotecnia","PGEO1",9360
"EC0077","Estruturas de Suporte de Terras","ESTE",9360
"EC0078","Obras de Terra","OTER",9360
"EC0079","Obras Subterrâneas","OSUB",9360
"EC0080","Projecto 2 em Geotecnia","PGEO2",9360
"EC0081","Planeamento e Qualidade do Ambiente","PQAM",9360
"EC0082","Planeamento Urbano","PURB",9360
"EC0083","Planeamento e Gestão da Mobilidade","PGMO",9360
"EC0084","Projecto 1 em Planeamento","PPLA1",9360
"EC0085","Planeamento Regional","PREG",9360
"EC0086","Gestão Urbanística","GURB",9360
"EC0087","Sistemas de Transportes","STRA",9360
"EC0088","Projecto 2 em Planeamento","PPLA2",9360
"EC0089","Circulação e Transportes 1","CTRA1",9360
"EC0090","Caminhos de Ferro","CFER",9360
"EC0091","Pavimentos 1","PAVI1",9360
"EC0092","Projecto 1 em Vias de Comunicação","PVCO1",9360
"EC0093","Circulação e Transportes 2","CTRA2",9360
"EC0094","Complementos de Estradas e Aeródromos","CEAE",9360
"EC0095","Pavimentos 2","PAVI2",9360
"EC0096","Projecto 2 em Vias de Comunicação","PVCO2",9360
"EC0097","Aproveitamentos Hidráulicos e Obras Fluviais 1","AHOF1",9360
"EC0098","Trabalhos Marítimos 1","TMAR1",9360
"EC0099","Sistemas de Abastecimento de Água","SAAG",9360
"EC0100","Projecto 1 em Hidráulica","PHID1",9360
"EC0101","Aproveitamentos Hidráulicos e Obras Fluviais 2","AHOF2",9360
"EC0102","Trabalhos Marítimos 2","TMAR2",9360
"EC0103","Sistemas de Drenagem Urbana","SDUR",9360
"EC0104","Projecto 2 em Hidráulica","PHID2",9360
"EC0030","Estatística","ESTA",9360
"EIG0045","Análise Matemática III","AM III",9510
"EQ0003","Matemática I","M I",9461
"EQ0004","Química I","Q I",9461
"EQ0005","Laboratórios de Química I","LQ I",9461
"EQ0006","Práticas de Informática","PI",9461
"EQ0007","Matemática II","M II",9461
"EQ0008","Química II","Q II",9461
"EQ0009","Laboratórios de Química II","LQ II",9461
"EQ0010","Física I","F I",9461
"EQ0011","Elementos de Engenharia Química I","EEQ I",9461
"CTSSHT001","Estatística e Fiabilidade","EF",9000
"EQ0055","Empreendedorismo","E",9461
"EQ0056","Energias Renováveis","ER",9461
"EQ0057","Nano-materiais, nano fabrico e nano-sistemas","NMFS",9461
"PRODEM004","Simulação e Dimensionamento de Sistemas AVAC","SDS",2019
"PRODEM005","Complementos em Física dos Edifícios","CFE",2019
"PRODEM006","Integração de Energias Renováveis e Novas Tec. Energ. nos Edifícios","IERNTE",2019
"PRODEM007","Gestão, Controlo e Segurança de Sistemas AVAC","GCSS",2019
"PRODEM008","Métodos Experimentais em Fluídos e Calor","MEFC",2019
"PRODEM009","Térmica de Edifícios","TE",2019
"PRODEM010","Climatização","CLI",2019
"PRODEM011","Energias Renováveis","ER",2019
"PRODEM012","Gestão de Energia Térmica","GET",2019
"PRODEM013","Dinâmica das Estruturas","DE",2019
"PRODEM014","Mecânica dos Sólidos não Linear","MSL",2019
"PRODEM015","Métodos de Aproximação em Engenharia","MAE",2019
"PRODEM016","Complementos de Elementos Finitos","CEF",2019
"PRODEM017","Concepção de Estruturas","CE",2019
"PRODEM018","Dinâmica não Linear","DLC",2019
"PRODEM019","Laminados Compósitos","LC",2019
"PRODEM020","Mecânica do Contacto","MCONT",2019
"PRODEM021","Métodos Computacionais em Plasticidade e em Mecânica da Fractura","MCPMF",2019
"PRODEM022","Optimização","OPT",2019
"PRODEM023","Termomecânica","TER",2019
"PRODEM024","Materiais Compósitos","MCOMP",2019
"PRODEM025","Método dos Elementos Finitos","MEF",2019
"PRODEM026","Tribologia","TRI",2019
"PRODEM027","Vibrações de Sistemas Mecânicos","VSM",2019
"PRODEM028","Estabilidade Estrutural","EESTR",2019
"PRODEM029","Mecânica da Fractura","MF",2019
"PRODEM030","Placas e Cascas","PC",2019
"PRODEM031","Análise e Simulação de Sistemas Térmicos","ASST",2019
"PRODEM032","Energia, Ambiente e Sustentabilidade","EAS",2019
"PRODEM033","Energia Solar","ES",2019
"PRODEM034","Biomassa e Biocombustíveis","BB",2019
"PRODEM035","Energia Eólica","EEOLI",2019
"PRODEM036","Novas Técnologias Energéticas e Sistemas Híbridos","NTESH",2019
"PRODEM037","Combustão","COMB",2019
"PRODEM038","Métodos Computacionais em Fluídos e Calor","MCFC",2019
"PRODEM039","Ambiente e Reciclagem","AREC",2019
"PRODEM040","Engenharia das Superfícies II","ESII",2019
"PRODEM041","Processos Avançados de Produção","PAP",2019
"PRODEM042","Simulação e Optimização de Processos Tecnológicos","SOPT",2019
"PRODEM043","Tecnologias de Desenvolvimento de Produto","TDP",2019
"PRODEM044","Complementos de Tecnologia da Conformação Plástica","CTCP",2019
"PRODEM045","Complementos de Engenharia das Superfícies","CES",2019
"PRODEM046","Complementos de Tecnologia da Soldadura","CTS",2019
"PRODEM047","Corrosão e Revestimentos","CREVE",2019
"PRODEM048","Simulação de Processos Tecnológicos","SPT",2019
"PRODEM049","Análise Estocástica","AEST",2019
"PRODEM050","Análise Numérica Avançada","ANA",2019
"PRODEM051","Biomecânica dos Tecidos Vivos","BTV",2019
"PRODEM052","Acidentologia","ACID",2019
"PRODEM053","Mecanobiologia","MECBIO",2019
"PRODEM054","Técnicas Experimentais em Mecânica","TEM",2019
"PRODEM055","Juntas Adesivas Estruturais","JAE",2019
"PRODEM056","Seminário de Elaboração do Projecto de Investigação","SEPI",2019
"PRODEM057","Elaboração de uma Tese Original","ETO",2019
"DLIT0040","Estágio Industrial II","EIII",2011
"DLIT0038","Tese VII","TVII",2011
"DLIT0039","Estágio Industrial I","EII",2011
"CC004","Ateliê de Jornalismo","AJOR",2007
"CC017","Ergonomia das Aplicações Multimédia","ERGAM",2007
"CC037","Projecto","PRJ_CC",2007
"CC041","Relações Públicas","RELPUB",2007
"CC043","Técnicas de Expressão de Português","TEPOR",2007
"CC022","Gestão da Informação para a Comunicação","GICOM",2007
"CC023","História Contemporânea de Portugal","HCPORT",2007
"CC046","Tecnologia dos Média","TECMED",2007
"CC048","Teorias da Comunicação Social","TCSOC",2007
"CC003","Assessoria de Imprensa","ASSIMP",2007
"CC020","Ética e Deontologia Profissional","EDPROF",2007
"CC031","Laboratórios de Som e Imagem","LABSI",2007
"CC038","Psicossociologia da Comunicação","PSICOM",2007
"CC042","Semiótica da Comunicação","SEMCOM",2007
"CC011","Comunicações Digitais e Internet","CDINT",2007
"CC015","Economia dos Media","ECOM",2007
"CC045","Técnicas de Expressão Jornalística II","TEJOR2",2007
"CC005","Ateliês de Multimédia","AMULT",2007
"CC010","Comunicação Empresarial","CE_CC",2007
"CC013","Design de Comunicação Multimédia","DCMULT",2007
"CC025","História do Mundo Contemporâneo","HMCNT",2007
"CC044","Técnicas de Expressão Jornalística I","TEJOR1",2007
"CC028","Introdução à Economia","IECON",2007
"CC033","Metodologia de Investigação","METINV",2007
"CC006","Ateliês de Multimédia 3D","AM3D",2007
"PRODEM084","Elaboração de uma Tese Original I","",2019
"PRODEM085","Elaboração de uma Tese Original II","",2019
"DLIT0041","Projecto e Sistemas de Manufactura","DMS",2011
"DLIT0042","Sistemas Integrados de Energia","IES",2011
"DLIT0043","Microtecnologia e Micromanufactura","MM",2011
"DLIT0044","Projecto Sustentável e Manufactura","SDM",2011
"DLIT0045","Research Project","PR",2011
"DMA0001","Seminário","SEM",2022
"DMA0002","Projecto de Investigação em Matemática","PIM",2022
"DMA0003","Análise Funcional","AF",2022
"DMA0004","Bioestatística","BIO",2022
"DMA0005","Estatística Matemática","EM",2022
"DMA0006","Integração e Probabilidade","IP",2022
"DMA0007","Métodos Avançados em Teoria da Relatividade","MATR",2022
"DMA0008","Métodos Geométricos da Física-Matemática","MGFM",2022
"DMA0009","Sistemas Estocásticos","SE",2022
"DMA0010","Teoria Qualitativa das Equações Diferenciais","TQED",2022
"DMA0011","Variedades Diferenciáveis","VD",2022
"MEMG0001","Impacte Ambiental Mineiro","IAM",2024
"DMA0012","Álgebras de Jordan Euclidianas e Grafos","AJEG",2022
"DMA0013","Análise e Processamento de Imagem","API",2022
"DMA0014","Análise Estocástica","AE",2022
"DMA0015","Análise não Diferenciável","AND",2022
"DMA0016","Aproxmação Constructiva","AC",2022
"DMA0017","Classificação de Dados: Metodologias, Validação e Consenso","CDMVC",2022
"DMA0018","Complementaridade Linear e Optimização Global","CLOG",2022
"DMA0019","Complementos de Análise Matemática Aplicada I","CAMA I",2022
"DMA0020","Complementos de Análise Matemática Aplicada II","CAMAII",2022
"DMA0021","Complementos de Análise Numérica I","CAN I",2022
"DMA0022","Complementos de Análise Numérica II","CAN II",2022
"DMA0023","Complementos de Bioestatística I","CB I",2022
"DMA0024","Complementos de Bioestatística II","CBII",2022
"DMA0025","Complementos de Equações Diferenciais I","CED I",2022
"DMA0026","Complementos de Equações Diferenciais II","CEDII",2022
"DMA0027","Complementos de Estatística I","CE I",2022
"DMA0028","Complementos de Estatística II","CE II",2022
"DMA0029","Complementos de Física Matemática I","CFM I",2022
"DMA0030","Complementos de Física Matemática II","CFM II",2022
"DMA0031","Complementos de Geometria I","CG I",2022
"DMA0032","Complementos de Geometria II","CGII",2022
"DMA0033","Complementos de Mecânica  I","CM I",2022
"DMA0034","Complementos de Mecânica II","CMII",2022
"DMA0035","Complementos de Mecânica dos Meios Contínuos I","CMMCI",2022
"DMA0036","Complementos de Mecânica dos Meios Contínuos II","CMMCII",2022
"DMA0037","Complementos de Optimização I","CO I",2022
"DMA0038","Complementos de Optimização II","CO II",2022
"DMA0039","Complementos de Processos Estocásticos I","CPE I",2022
"DMA0040","Complementos de Processos Estocásticos II","CPE II",2022
"DMA0041","Complementos de Teoria de Controlo I","CTC I",2022
"DMA0042","Complementos de Teoria de Controlo II","CTC II",2022
"DMA0043","Controlo não Linear","CNL",2022
"DMA0044","Controlo Óptimo","CO",2022
"MDI0001","Métodos de Desenvolvimento de Produto II","MDP II",2080
"MDI0002","Selecção de Materiais e Avaliação de Tecnologias","SMAT",2080
"MDI0003","Gestão de Informação","GI",2080
"MDI0004","Psicologia e Sociologia do Desenvolvimento de Produto","PSDP",2080
"MDI0005","Tese/Projecto","T/P",2080
"MIET0014","Projecto/Estágio/Dissertação","PED",4562
"MIET0015","Projecto/Estágio/Dissertação","PED",4562
"PDEEC0047","Test and Design for Testability","TDT",2014
"PDEEC0048","Image Analysis and Recognition","IAR",2014
"PDEEC0049","Machine Learning","ML",2014
"MEMG0002","Diagramas de Processo","DP",2024
"MEMG0003","Hidrogeologia","H",2024
"MEMG0004","Lavra e Obras Subterrâneas","LOS",2024
"MEMG0005","Mecânica dos Solos","MS",2024
"MEMG0006","Teoria dos Métodos Geofísicos","TMG",2024
"MEMG0007","Exploração de Massas Minerais","EMM",2024
"MEMG0008","Projecto Mineiro Integrado","PMI",2024
"MEMG0009","Geomecânica","GM",2024
"MEMG0010","Hidromineralurgia","H",2024
"MEMG0011","Instrumentação e Controlo","IC",2024
"MEMG0012","Análise de Dados com Variabilidade Espacial","ADVE",2024
"MEMG0013","Economia e Gestão de Empresas","EGE",2024
"MEMG0014","Investigação e Caracterização de Maciços","ICM",2024
"MEMG0015","Geoquímica","GQ",2024
"EBE0108","Biologia Celular e Molecular I","BCM1",9493
"EBE0109","Biologia Funcional I","BF1",9493
"MEMG0016","Geofluidos","GF",2024
"MEMG0017","Gestão de Sistemas Mineiros","GSM",2024
"MEMG0018","Análise de Risco e Regeneração de Solos","ARRS",2024
"DMA0081","Tese","T",2022
"EBE0110","Laboratórios Integrados II","LI2",9493
"EBE0111","Laboratórios Integrados I","LI1",9493
"EBE0112","Laboratórios Integrados III","LI3",9493
"EBE0113","Laboratórios Integrados IV","LI4",9493
"EBE0114","Biologia Celular e Molecular II","BCM2",9493
"EC0126","Projecto em Construções","PCON",9360
"EC0131","Investigação em Planeamento","IPLA",9360
"EC0127","Investigação em Construções","ICON",9360
"EC0128","Projecto em Geotecnia","PGEO",9360
"EC0129","Investigação em Geotecnia","IGEO",9360
"EC0130","Projecto em Planeamento","PPLA",9360
"EC0132","Projecto em Vias de Comunicação","PVCO",9360
"EC0133","Investigação em Vias de Comunicação","IVCO",9360
"EC0134","Projecto em Hidráulica","PHID",9360
"EC0135","Investigação em Hidráulica","IHID",9360
"XT0001","FCUP - Electrónica Digital e Microprocessadores","",
"MAPI016","Teoria da Informação -  Principios e Aplicações","TI-PA",2003
"MAPI017","Computação Gráfica","CG",2003
"EIC0082","Comunicações Móveis","CMO",9459
"PRODEC001","Projecto de Tese de Investigação","PTI",2018
"PRODEC002","Tese Original","TO",2018
"PRODEC003","Sustentabilidade da Construção","SC",2018
"PRODEC004","Higrotérmica","HIG",2018
"PRODEC005","Técnicas Experimentais em Física das Construções","TEFC",2018
"PRODEC006","Sistemas de Informação na Construção","SINFC",2018
"PRODEC007","Modelação em Acústica","MA",2018
"PRODEC008","Desempenho e Economia da Construção","DEC",2018
"PRODEC009","Análise e Modelação de Construções em Alvenaria","AMCA",2018
"PRODEC010","Desempenho de Construções em Madeira","DCM",2018
"PRODEC011","Durabilidade na Construção","DC",2018
"PRODEC012","Manutenção de Edifícios","MC",2018
"PRODEC013","Seminário de Investigação em Construções","SINVC",2018
"PRODEC014","Técnicas Experimentais na Mecânica Estrutural","TEME",2018
"PRODEC015","Comportamento e Resistência ao Fogo","CRF",2018
"PRODEC016","Avaliação do Desempenho de Estruturas Existentes","ADEE",2018
"PRODEC017","Estruturas Pré-fabricadas de Betão","EPF",2018
"PRODEC018","Dinâmica de Estruturas e Engenharia Sísmica","DEES",2018
"PRODEC019","Estruturas Pré-Esforçadas","EPF",2018
"PRODEC020","Estruturas Metálicas e Mistas","EMM",2018
"PRODEC021","Análise não Linear de Estruturas","ANLE",2018
"PRODEC022","Modelação de Incertezas e Análise de Risco","MIAR",2018
"PRODEC023","Modelação e Análise de Estruturas de Betão","MAEB",2018
"PRODEC024","Aplicações do Método dos Elementos Finitos","AMEF",2018
"PRODEC025","Instabilidade de Estruturas","IE",2018
"PRODEC026","Instrumentação e Observação de Estruturas","IOE",2018
"PRODEC027","Pontes e Estruturas de Grande Vão","PEGV",2018
"PRODEC028","Projecto de Estruturas Especiais de Betão","PEEB",2018
"PRODEC029","Reabilitação e Reforço de Estruturas","RRE",2018
"PRODEC030","Técnicas Numéricas e Experimentais de Análise Estrutural de Construções Antigas","TNEAEC",2018
"PRODEC031","Análise, Identificação e Controlo de Sistemas Dinâmicos","AICSD",2018
"PRODEC032","Estruturas com Cabos","EC",2018
"PRODEC033","Cálculo Plástico de Estruturas","CPE",2018
"PRODEC034","Lifelines Estruturais","LE",2018
"PRODEC035","Análise e Dimensionamento de Estruturas Offshore","ADEO",2018
"PRODEC036","Edifícios Altos e Estruturas Especiais","EAEE",2018
"PRODEC037","Dinâmica de Estruturas em Vias Férreas de Alta Velocidade","DEVFAV",2018
"PRODEC038","Seminário de Investigação em Estruturas","SIE",2018
"PRODEC039","Modelos Constitutivos em Geotecnia","MCG",2018
"PRODEC040","Análise de Risco em Obras Geotécnicas","AROG",2018
"PRODEC041","Experimentação em Geotecnia","EG",2018
"PRODEC042","Métodos Numéricos Avançados em Geotecnia","MNAG",2018
"PRODEC043","Dinâmica dos Solos em Engenharia Sísmica","DSES",2018
"PRODEC044","Estudos Avançados em Mecânica das Rochas","EAMR",2018
"PRODEC045","Seminário de Investigação em Geotecnia","SIG",2018
"PRODEC046","Mecânica dos Fluidos Computacional","MFC",2018
"PRODEC047","Técnicas Laboratoriais Avançadas em Hidráulica","TLAH",2018
"PRODEC048","Modelação Física em Hidráulica Marítima","MFHM",2018
"PRODEC049","Hidrologia e Hidráulica Fluvial","HHF",2018
"PRODEC050","Redes Hidráulicas Urbanas","RHU",2018
"PRODEC051","Estudos Costeiros e Marítimos 1","ECM I",2018
"PRODEC052","Estudos Costeiros e Marítimos 2","ECM II",2018
"PRODEC053","Estudos Fluviais e Recursos Hídricos 1","EFRHI",2018
"PRODEC054","Estudos Fluviais e Recursos Hídricos 2","EFRHII",2018
"PRODEC055","Estudos do Ciclo Urbano da Água 1","ECUAI",2018
"PRODEC056","Estudos do Ciclo Urbano da Água 2","ECUAII",2018
"PRODEC057","Seminário de Investigação em Hidráulica, Recursos Hídricos e Ambiente","SIHRHA",2018
"PRODEC058","Materiais Cimentícios Avançados","MCA",2018
"PRODEC059","Materiais na Engenharia Civil","MEC",2018
"PRODEC060","Patologia dos Materiais","PM",2018
"PRODEC061","Geossintéticos ¿ Aplicações e Dimensionamento","GAD",2018
"PRODEC062","Valorização de Resíduos e Estruturas de Confinamento","VREC",2018
"PRODEC063","Seminário de Investigação em Materiais de Construção","SIMC",2018
"PRODEC064","Teoria do Planeamento","TP",2018
"PRODEC065","Metodologias de Investigação","MI",2018
"PRODEC066","Desenho Urbano","DU",2018
"PRODEC067","Sistemas de Planeamento","SP",2018
"PRODEC068","Políticas Urbanas","PU",2018
"PRODEC069","Mobilidade e Transportes","MT",2018
"PRODEC070","Desenvolvimento Urbano","DVU",2018
"PRODEC071","Ambiente e Recursos Naturais","ARN",2018
"PRODEC072","Engenharia de Tráfego","ET",2018
"PRODEC073","Engenharia Ferroviária","EF",2018
"PRODEC074","Engenharia Rodoviária","ER",2018
"PRODEC075","Infra-estruturas Portuárias e Aeroportuárias","IEPA",2018
"PRODEC076","Pavimentos","PAV",2018
"PRODEC077","Seminário de Investigação em Vias de Comunicação","SIVC",2018
"PRODEC078","Métodos Estatísticos","ME",2018
"PRODEC079","Modelos de Dinâmica Estocástica","MDE",2018
"PRODEC080","Análise de Dados Multivariados","ADM",2018
"PRODEC081","Análise Estatística de Tráfego","AET",2018
"PRODEC082","Simulação Numérica de Modelos Matemáticos em Engenharia","SNMME",2018
"PRODEC083","Complementos de Investigação Operacional","CIO",2018
"PRDEIG025","Especialização I","ESP I",2016
"MEMG0019","Modelação Aplicada","MA",2024
"MEMG0020","Dissertação","D",2024
"PRDEIG026","Especialização II","ESP II",2016
"PRDEIG027","Especialização III","ESPIII",2016
"PRDEIG028","Especialização IV","ESP IV",2016
"EBE0118","Biomateriais","BIOM",9493
"EBE0116","Estrutura de Dados e Algoritmos","EDA",9493
"EBE0117","Fisica das Radiações em Medicina","FRM",9493
"EBE0119","Controlo de Processos e Instrumentação","CPI",9493
"EBE0120","Regeneração de Tecidos","RT",9493
"EBE0121","Estrutura e Função de Proteínas","EFP",9493
"EBE0122","Bioinformática","BIOI",9493
"EBE0123","Instrumentação Biomédica","IB",9493
"EBE0124","Engenharia de Proteínas e Desenho de Fármacos","EPDF",9493
"EBE0125","Engenharia Celular","EC",9493
"EBE0126","Sinalização Molecular","SM",9493
"MAP-T001","Digital Communication Systems","DCS",2008
"MAP-T002","Communication Networks","CN",2008
"MAP-T003","Thematic Learning Unit","TLU",2008
"MAP-T004","Seminar","SEM",2008
"MAP-T005","Thesis workplan","TW",2008
"MAP-T006","Dissertation","D",2008
"MAP-T007","Wireless Networks and Protocols","WNP",2008
"MAP-T008","Mobile Communication Systems","MCS",2008
"MAP-T009","Mobile Computing","MC",2008
"MAP-T010","Mobile Communication Laboratories","MCL",2008
"MAP-T011","RF Circuits and Subsystems","RFCS",2008
"MAP-T012","Optical Communications","OC",2008
"MAP-T013","Optical Networks","ON",2008
"MAP-T014","Optical Communication Laboratories","OCL",2008
"MAP-T015","Network Planning and Performance","NPP",2008
"MAP-T016","Network Services and Applications","NSA",2008
"MAP-T017","Avanced Signal Processing","AVP",2008
"PRODEM001","Auditorias e Certificação Energética de Edifícios","ACEE",2019
"PRODEM002","Eficiência Energética e Sustentabilidade de Edifícios","EESE",2019
"PRODEM003","Qualidade do Ambiente Interior","QAI",2019
"PRODEI001","Metodologias de Investigação Científica","MIC",2013
"PRODEI002","Armazéns de Dados","AD",2013
"PRODEI003","Descrição, Armazenamento e Pesquisa de Informação","DAPI",2013
"PRODEI004","Extracção de Conhecimento","EC",2013
"PRODEI005","Integração de Sistemas de Informação","ISI",2013
"PRODEI006","Interacção e Ambientes de Simulação Visual","IASV",2013
"PRODEI007","Planeamento e Administração de Redes e Serviços","PARS",2013
"PRODEI008","Planeamento Estratégico de Sistemas de Informação","PESI",2013
"PRODEI009","Programação com Restrições para Optimização Combinatória","PROC",2013
"PRODEI010","Robótica Inteligente","RI",2013
"PRODEI011","Segurança em Sistemas Informáticos","SSI",2013
"PRODEI012","Sistemas Multi-agente","SMA",2013
"PRODEI013","Teste e Qualidade de Software","TQS",2013
"PRODEI014","Tópicos de Investigação em Engenharia de Software","TIES",2013
"PRODEI015","Planeamento de Investigação","PI",2013
"PRODEI016","Linguagens de Anotação e Processamento de Documentos","LAPD",2013
"PRODEI017","Metodologias de Planeamento e Escalonamento","MPE",2013
"PRODEI018","Paradigmas de Programação","PP",2013
"PRODEI019","Programação Distribuída e Paralela","PDP",2013
"PRODEI020","Reconstrução Assistida de Objectos 3D","RAC3D",2013
"PRODEI021","Recursos de Elevado Desempenho em Ambiente Internet","REDAI",2013
"PRODEI022","Sistemas Críticos","SC",2013
"PRODEI023","Tecnologias para Negócio Electrónico","TNE",2013
"PRODEI024","Dissertação","D",2013
"MAPI001","Semântica, Verificação e Construção de Programas","SVCP",2003
"MAPI002","Tópicos Avançados em Segurança da Informação","TASI",2003
"MAPI003","Agentes Autónomos e Sistemas Multi-Agente","AASMA",2003
"MAPI004","Engenharia de Software Guiada por Modelos","ESGM",2003
"MAPI005","Tópicos Avançados em Data Mining e Programação em Lógica","TADMPL",2003
"MAPI006","Computação em Cluster e em Grid","CCG",2003
"MAPI007","Computação Distribuída","CD",2003
"MAPI008","Arquitectura e Projecto de Sistemas de Software em Larga Escala","APSSLE",2003
"MAPI009","Computação Global","CG",2003
"MAPI010","Seminário","SEM",2003
"MAPI011","Robótica Inteligente","RI",2003
"MAPI012","Visão por Computador","VC",2003
"DMA0046","Estatística Aplicada a Ensaios Clínicos","EAEC",2022
"DMA0047","Estatísticas de Ordem e Aplicações","EOA",2022
"DMA0048","Filtragem de Sistemas Parcialmente Observados","FSPO",2022
"DMA0049","Identificação de Sistemas","IS",2022
"DMA0050","Identificação e Controlo Predictivo de Sistemas","ICPS",2022
"DMA0051","Isometrias e Caminhos Aleatórios","ICA",2022
"DMA0052","Mecânica Geométrica I","MG I",2022
"DMA0053","Mecânica Geométrica II","MG II",2022
"DMA0054","Métodos Computacionais em Hidrodinâmica Costeira","MCHC",2022
"DMA0055","Métodos de Pesquisa Evolucionária Aplicados a Problemas de Engenharia","MPEAPE",2022
"DMA0056","Métodos de Elementos Finitos para Equações de Ondas Dispersivas","MEFEOD",2022
"DMA0057","Métodos Espectrais Numéricos I","MEN I",2022
"DMA0058","Métodos Espectrais Numéricos II","MEN II",2022
"DMA0059","Métodos Estatísticos em Epidemiologia","MEE",2022
"DMA0060","Métodos Numéricos Avançados","MNA",2022
"DMA0061","Métodos Numéricos para Equações Diferenciais","MNED",2022
"DMA0062","Modelação Computacional e Matemática de Sistemas","MCMSC",2022
"DMA0063","Modelos com Simetria","MS",2022
"DMA0064","Modelos de Dinâmica Estocástica: Simulação e Estimação","MDES",2022
"DMA0065","Módulo de Inferência Não Paramétrica","MINP",2022
"DMA0066","Polinómios Ortogonais e Aplicações","POA",2022
"DMA0067","Previsão e Controlo de Modelos","PCM",2022
"DMA0068","Processamento de Sinal e Aplicações","PSA",2022
"DMA0069","Regressão Logística e Análise de Sobrevida","RLAS",2022
"DMA0070","Sistemas Discretos","SD",2022
"DMA0071","Sistemas Híbridos","SH",2022
"DMA0045","Equações Diferenciais","EQ",2022
"DEI0001","Armazéns de Dados","AD",3013
"DEI0002","Descrição, Armazenamento e Pesquisa de Informação","DAPI",3013
"DEI0003","Extracção de Conhecimento","EC",3013
"DEI0004","Planeamento e Administração de Redes e Serviços","PARS",3013
"DEI0005","Planeamento Estratégico de Sistemas de Informação","PESI",3013
"DEI0006","Robótica Inteligente","RI",3013
"DEI0007","Segurança em Sistemas Informáticos","SSI",3013
"DEI0008","Sistemas Multi-agente","SMA",3013
"DEI0009","Teste e Qualidade de Software","TQS",3013
"DEI0010","Linguagens de Anotação e Processamento de Documentos","TIES",3013
"DEI0011","Paradigmas de Programação","PP",3013
"DEI0012","Programação Distribuída e Paralela","PDP",3013
"DEI0013","Sistemas Críticos","SC",3013
"DEI0014","Tecnologias para Negócio Electrónico","TNE",3013
"EC0105","Investigação 1 em Construções","ICON1",9360
"EC0106","Investigação 2 em Construções","ICON2",9360
"EC0107","Investigação 1 em Estruturas","IEST1",9360
"EC0108","Investigação 2 em Estruturas","IEST2",9360
"EC0109","Investigação 1 em Geotecnia","IGEO1",9360
"EC0110","Investigação 2 em Geotecnia","IGEO2",9360
"EC0111","Investigação 1 em Hidráulica","IHID1",9360
"EC0112","Investigação 2 em Hidráulica","IHID2",9360
"EC0113","Investigação 1 em Materiais e Processos de Construção","IMPC1",9360
"EC0114","Investigação 2 em Materiais e Processos de Construção","IMPC2",9360
"EC0115","Investigação 1 em Planeamento","IPLA1",9360
"EC0116","Investigação 2 em Planeamento","IPLA2",9360
"EC0117","Investigação 1 em Vias de Comunicação","IVCO1",9360
"EC0118","Investigação 2 em Vias de Comunicação","IVCO2",9360
"MAPI013","Computacão Gráfica  Distribuída","CGD",2003
"MAPI014","Preparação da Tese","PT",2003
"MAPI015"," Tese","TES",2003
"PDEEC0001","Markets and regulation","MR",2014
"PDEEC0002","Signals, dynamics and control","SDC",2014
"PDEEC0003","Special topics in digital communications","STDC",2014
"PDEEC0004","Mobile communications systems","MCS",2014
"PDEEC0005","Vector space methods","VSM",2014
"PDEEC0006","Discrete event systems","DES",2014
"PDEEC0007","Model driven/aspect oriented software","MDOS",2014
